2005-12-01,3.89,0.003241667
2006-01-01,4.24,0.003533333
2006-02-01,4.43,0.003691667
2006-03-01,4.51,0.003758333
2006-04-01,4.60,0.003833333
2006-05-01,4.72,0.003933333
2006-06-01,4.79,0.003991667
2006-07-01,4.95,0.004125
2006-08-01,4.96,0.004133333
2006-09-01,4.81,0.004008333
2006-10-01,4.92,0.0041
2006-11-01,4.94,0.004116667
2006-12-01,4.85,0.004041667
2007-01-01,4.98,0.00415
2007-02-01,5.03,0.004191667
2007-03-01,4.94,0.004116667
2007-04-01,4.87,0.004058333
2007-05-01,4.73,0.003941667
2007-06-01,4.61,0.003841667
2007-07-01,4.82,0.004016667
2007-08-01,4.20,0.0035
2007-09-01,3.89,0.003241667
2007-10-01,3.90,0.00325
2007-11-01,3.27,0.002725
2007-12-01,3.00,0.0025
2008-01-01,2.75,0.002291667
2008-02-01,2.12,0.001766667
2008-03-01,1.26,0.00105
2008-04-01,1.29,0.001075
2008-05-01,1.73,0.001441667
2008-06-01,1.86,0.00155
2008-07-01,1.63,0.001358333
2008-08-01,1.72,0.001433333
2008-09-01,1.13,0.000941667
2008-10-01,0.67,0.000558333
2008-11-01,0.19,0.000158333
2008-12-01,0.03,0.000025
2009-01-01,0.13,0.000108333
2009-02-01,0.30,0.00025
2009-03-01,0.21,0.000175
2009-04-01,0.16,0.000133333
2009-05-01,0.18,0.00015
2009-06-01,0.18,0.00015
2009-07-01,0.18,0.00015
2009-08-01,0.17,0.000141667
2009-09-01,0.12,0.0001
2009-10-01,0.07,5.83333E-05
2009-11-01,0.05,4.16667E-05
2009-12-01,0.05,4.16667E-05
2010-01-01,0.06,0.00005
2010-02-01,0.11,9.16667E-05
2010-03-01,0.15,0.000125
2010-04-01,0.16,0.000133333
2010-05-01,0.16,0.000133333
2010-06-01,0.12,0.0001
2010-07-01,0.16,0.000133333
2010-08-01,0.16,0.000133333
2010-09-01,0.15,0.000125
2010-10-01,0.13,0.000108333
2010-11-01,0.14,0.000116667
2010-12-01,0.14,0.000116667
2011-01-01,0.15,0.000125
