TIME,year,month,T,R_HF_index1,R_HF_index2,R_HF_index3,R_HF_index4,R_HF_index5,R_HF_index6,R_HF_index7,R_HF_index8,R_HF_index9,R_HF_index10,R_HF_index11,R_HF_index12,R_HF_index13,R_HF_index14,R_HF_index15,R_HF_index16,R_HF_index17,R_HF_index18,R_HF_index19,R_HF_index20,R_HF_index21,R_HF_index22,R_HF_index23,R_HF_index24,R_HF_index25,R_HF_index26,R_HF_index27,R_HF_index28,R_HF_index29,R_HF_index30,R_HF_index31,R_HF_index32,R_HF_index33,R_HF_index34,R_HF_index35,R_HF_index36,R_HF_index37,R_HF_index38,R_HF_index39,R_HF_index40,R_HF_index41,R_HF_index42,R_HF_index43,R_HF_index44,R_HF_index45,R_HF_index46,R_HF_index47,R_HF_index48,R_HF_index49,R_HF_index50,R_HF_index51,R_HF_index52,R_HF_index53,R_HF_index54,R_HF_index55,eR_HF_index1,eR_HF_index2,eR_HF_index3,eR_HF_index4,eR_HF_index5,eR_HF_index6,eR_HF_index7,eR_HF_index8,eR_HF_index9,eR_HF_index10,eR_HF_index11,eR_HF_index12,eR_HF_index13,eR_HF_index14,eR_HF_index15,eR_HF_index16,eR_HF_index17,eR_HF_index18,eR_HF_index19,eR_HF_index20,eR_HF_index21,eR_HF_index22,eR_HF_index23,eR_HF_index24,eR_HF_index25,eR_HF_index26,eR_HF_index27,eR_HF_index28,eR_HF_index29,eR_HF_index30,eR_HF_index31,eR_HF_index32,eR_HF_index33,eR_HF_index34,eR_HF_index35,eR_HF_index36,eR_HF_index37,eR_HF_index38,eR_HF_index39,eR_HF_index40,eR_HF_index41,eR_HF_index42,eR_HF_index43,eR_HF_index44,eR_HF_index45,eR_HF_index46,eR_HF_index47,eR_HF_index48,eR_HF_index49,eR_HF_index50,eR_HF_index51,eR_HF_index52,eR_HF_index53,eR_HF_index54,eR_HF_index55
1997m9,1997,9,1997,,,,,.0280042,.0210763,,,.0215658,,,,.0616594,.145744,.0650384,-.0261387,.0060815,-.0453112,,.0266419,,.0278097,,.0252778,.0553401,.0352706,.0156765,.0275179,.0133258,.0378621,.0274206,.0365248,.0319734,,.0376454,.0319676,,.0300441,,,,,,.0373921,,.0184291,.0132123,.0110388,.0246926,,.0158734,,.047742,,,,,,,.0236138,.016686,,,.0171754,,,,.057269,.1413537,.0606481,-.030529,.0016911,-.0497016,,.0222516,,.0234194,,.0208875,.0509497,.0308803,.0112861,.0231275,.0089355,.0334717,.0230302,.0321344,.027583,,.0332551,.0275772,,.0256538,,,,,,.0330018,,.0140388,.008822,.0066485,.0203023,,.011483,,.0433516,,
1997m10,1997,10,1997,,,,,-.002002,.0083649,,,.0135084,,,,-.0270629,.0211742,-.0470916,.0449734,-.0829469,-.0721407,,-.0637921,,-.117883,,-.0817525,.0038924,.0044899,.0047885,-.0229616,.0014589,-.019917,-.0145047,-.0154183,-.0180479,,-.0136366,-.0197926,,-.0161294,,,,,,-.0128826,,.0095542,.0097523,.0118298,-.0019018,,-.0024029,,-.0253178,,,,,,,-.0061932,.0041737,,,.0093171,,,,-.0312541,.016983,-.0512828,.0407822,-.0871381,-.0763319,,-.0679833,,-.1220742,,-.0859437,-.0002988,.0002987,.0005973,-.0271528,-.0027323,-.0241082,-.0186959,-.0196095,-.0222391,,-.0178278,-.0239838,,-.0203206,,,,,,-.0170738,,.005363,.0055611,.0076385,-.006093,,-.0065941,,-.029509,,
1997m11,1997,11,1997,,,,,.0068763,.0199987,,,.005286,,,,-.0148091,-.1110433,-.0467772,.0218593,-.039989,-.0269602,,-.0508723,,.0003999,,-.1366219,-.0093435,.0135084,.0101483,-.0084355,.004697,-.0125454,-.005113,-.0093435,-.0130224,,-.0078709,-.0149472,,-.0025031,,,,,,-.0005001,,.0130149,.0061809,.0008996,-.0082338,,.0025966,,.0114344,,,,,,,.0029839,.0161063,,,.0013936,,,,-.0187015,-.1149357,-.0506696,.0179669,-.0438814,-.0308526,,-.0547647,,-.0034925,,-.1405143,-.0132359,.0096159,.0062559,-.0123279,.0008045,-.0164378,-.0090055,-.0132359,-.0169148,,-.0117633,-.0188396,,-.0063955,,,,,,-.0043925,,.0091225,.0022884,-.0029928,-.0121262,,-.0012958,,.007542,,
1997m12,1997,12,1997,,,,,.0029955,.0188218,,,.0066777,,,,-.0034058,-.0331432,.0015987,.0265446,.01262,-.018979,,.0124225,,.0227395,,.0625991,.0141001,.0147901,.013607,.0087615,.0234108,.0105244,.0104453,.0087615,.0049915,,.0103542,.0034341,,.028879,,,,,,.0156765,,.0089597,.0102473,.0040916,.007869,,.009257,,.0240095,,,,,,,-.001793,.0140332,,,.0018891,,,,-.0081943,-.0379317,-.0031898,.021756,.0078315,-.0237675,,.007634,,.017951,,.0578106,.0093116,.0100016,.0088185,.003973,.0186223,.0057359,.0056567,.003973,.000203,,.0055657,-.0013544,,.0240904,,,,,,.010888,,.0041712,.0054588,-.0006969,.0030804,,.0044685,,.0192209,,
1998m1,1998,1,1998,,,,,.0109399,.0095542,,,.0053855,,,,-.0088389,-.0899247,-.007226,.0132123,-.0558299,-.041343,,-.0446836,,-.0321101,,-.1226197,-.0016013,.0024969,-.0083346,-.0125788,.0051895,-.0091396,-.0096464,-.0071253,-.0110802,,-.0057284,-.0113168,,.001998,,,,,,-.0073268,,.0196065,.0080674,.0189199,.0120274,,.0072735,,-.0088389,,,,,,,.0066492,.0052634,,,.0010947,,,,-.0131297,-.0942155,-.0115168,.0089216,-.0601207,-.0456337,,-.0489744,,-.0364008,,-.1269105,-.0058921,-.0017939,-.0126254,-.0168696,.0008987,-.0134304,-.0139372,-.0114161,-.0153709,,-.0100192,-.0156076,,-.0022928,,,,,,-.0116176,,.0153157,.0037766,.0146291,.0077366,,.0029827,,-.0131297,,
1998m2,1998,2,1998,,,,,.0232281,.0187236,,,.0075713,,,,.0553401,.0194104,.0542041,-.0510828,.038836,.0579858,,.0332413,,.0320799,,.0312079,.0400857,.0330479,.0029955,.0233258,.0119058,.029352,.0188218,.0321767,.0287682,,.0334967,.0284271,,.0188218,,,,,,.0259601,,.0138043,.0101483,.0150856,.010841,,.0135084,,-.0054146,,,,,,,.0193357,.0148312,,,.0036789,,,,.0514477,.015518,.0503116,-.0549752,.0349436,.0540934,,.0293489,,.0281875,,.0273155,.0361933,.0291554,-.0008969,.0194334,.0080134,.0254596,.0149293,.0282843,.0248758,,.0296043,.0245347,,.0149293,,,,,,.0220677,,.0099119,.0062559,.0111932,.0069486,,.0096159,,-.009307,,
1998m3,1998,3,1998,,,,,.0214679,.0104453,,,.0125213,,,,.0390284,.0373921,.0009995,.0005998,.0289761,.001399,,.0280042,,.0524976,,.0385474,.0443996,.028879,.0178399,.0472652,.0286671,.0442312,.0393169,.0295588,.0262056,,.0306058,.0264803,,.0492662,,,,,,.0216636,,.015578,.0068763,.0156765,.0119286,,.0158734,,.0181346,,,,,,,.0175755,.0065528,,,.0086289,,,,.035136,.0334997,-.0028929,-.0032926,.0250837,-.0024934,,.0241118,,.0486052,,.034655,.0405072,.0249865,.0139475,.0433728,.0247747,.0403388,.0354244,.0256664,.0223132,,.0267134,.0225879,,.0453738,,,,,,.0177712,,.0116856,.0029839,.0117841,.0080362,,.0119809,,.0142422,,
1998m4,1998,4,1998,,,,,.0153811,.0157749,,,.0065783,,,,.0141987,.0649447,.0340149,-.022757,-.0055152,-.0176549,,.0066777,,-.0092426,,-.0061187,.0138043,.0030952,.0104453,.0095542,-.0089913,.0112267,.0090588,.0095542,.0059711,,.0111031,.0051577,,-.0013008,,,,,,.0216636,,.0191161,-.0042088,.0134097,.0101483,,.0040916,,-.0066219,,,,,,,.0110903,.0114841,,,.0022875,,,,.0099079,.0606539,.0297241,-.0270478,-.009806,-.0219457,,.0023869,,-.0135334,,-.0104095,.0095135,-.0011956,.0061545,.0052634,-.0132821,.006936,.0047681,.0052634,.0016804,,.0068124,.0008669,,-.0055916,,,,,,.0173729,,.0148253,-.0084996,.0091189,.0058575,,-.0001992,,-.0109127,,
1998m5,1998,5,1998,,,,,.0027961,-.0060181,,,.0047885,,,,-.0280909,-.0584769,-.0528735,.0784414,-.0978334,-.056782,,-.0839252,,-.0832729,,-.1874145,-.0127813,-.0119714,.0054849,-.0147076,.0103314,-.0174158,-.0093435,-.0210194,-.0245458,,-.0197538,-.0265822,,.0007997,,,,,,-.0143018,,.0029955,.0018982,.003992,.0002,,.0020978,,-.0028039,,,,,,,-.0011959,-.0100101,,,.0007965,,,,-.0320829,-.0624689,-.0568655,.0744494,-.1018254,-.060774,,-.0879173,,-.0872649,,-.1914065,-.0167734,-.0159634,.0014929,-.0186997,.0063394,-.0214078,-.0133355,-.0250114,-.0285378,,-.0237458,-.0305742,,-.0031923,,,,,,-.0182938,,-.0009965,-.0020938,0,-.003792,,-.0018942,,-.0067959,,
1998m6,1998,6,1998,,,,,.0012992,.0049875,,,.0167588,,,,.0101483,-.0991576,.0801965,.0115332,-.0619818,-.0591133,,-.0509776,,-.0409262,,-.1073625,.0049875,.0030952,.0033942,-.0086372,-.0026946,-.0038514,-.0055152,-.0013008,-.0045945,,.000204,-.0057626,,.0056838,,,,,,.0333381,,.0015987,-.0136933,.0021976,-.002002,,-.0066219,,-.0066219,,,,,,,-.0027925,.0008959,,,.0126672,,,,.0060567,-.1032492,.0761049,.0074416,-.0660734,-.0632049,,-.0550692,,-.0450178,,-.1114541,.0008959,-.0009964,-.0006974,-.0127288,-.0067862,-.007943,-.0096068,-.0053925,-.0086862,,-.0038876,-.0098542,,.0015922,,,,,,.0292464,,-.0024929,-.0177849,-.001894,-.0060936,,-.0107135,,-.0107135,,
1998m7,1998,7,1998,,,,,-.004008,-.0057163,,,-.0027037,,,,-.0291199,-.1249965,-.0110609,.0299471,-.0030045,-.0213258,,.0053855,,.0346912,,-.0281937,-.0067225,-.0057163,.0038924,-.0019018,.0034012,-.009606,-.0021022,-.0079314,-.0108062,,-.006337,-.0130721,,.0022974,,,,,,-.0001,,-.005113,.0016986,.004888,.0038924,,.0042908,,-.0136933,,,,,,,-.008,-.0097083,,,-.0066957,,,,-.0331119,-.1289885,-.015053,.0259551,-.0069965,-.0253178,,.0013935,,.0306992,,-.0321858,-.0107146,-.0097083,-.0000996,-.0058938,-.0005908,-.013598,-.0060942,-.0119234,-.0147982,,-.0103291,-.0170641,,-.0016947,,,,,,-.004092,,-.0091051,-.0022935,.000896,-.0000996,,.0002988,,-.0176853,,
1998m8,1998,8,1998,,,,,-.0888312,-.058583,,,-.016841,,,,-.1431778,-.0664604,-.1644031,.177309,-.2359755,-.0686001,,-.321032,,-.1699583,,-.4875975,-.0795845,-.0932124,-.0395728,-.0806679,-.0557242,-.1290842,-.0776373,-.0910194,-.0911486,,-.086203,-.0920901,,-.0377019,,,,,,.0065783,,-.05975,-.011769,-.0324199,-.0742926,,-.0318003,,-.0756938,,,,,,,-.093122,-.0628737,,,-.0211318,,,,-.1474686,-.0707511,-.1686938,.1730182,-.2402663,-.0728909,,-.3253228,,-.1742491,,-.4918883,-.0838753,-.0975032,-.0438636,-.0849587,-.0600149,-.1333749,-.0819281,-.0953102,-.0954394,,-.0904938,-.0963809,,-.0419926,,,,,,.0022875,,-.0640408,-.0160598,-.0367107,-.0785834,,-.0360911,,-.0799846,,
1998m9,1998,9,1998,,,,,-.0363528,.0172504,,,.0080674,,,,.0338215,0,.0757566,-.0426988,-.0510828,-.0066219,,-.0582649,,-.0239854,,-.1605209,.031111,-.0062193,-.0173496,-.0303561,-.0183677,-.0285024,-.0258308,.0068763,.0030743,,.0082033,.0045805,,-.0050125,,,,,,-.0039076,,.0018982,-.0217345,-.0107577,-.0334534,,-.0187752,,.0260575,,,,,,,-.0409423,.0126609,,,.0034779,,,,.0292321,-.0045895,.0711672,-.0472882,-.0556722,-.0112113,,-.0628544,,-.0285748,,-.1651104,.0265215,-.0108088,-.0219391,-.0349456,-.0229571,-.0330918,-.0304202,.0022869,-.0015152,,.0036138,-8.96e-06,,-.009602,,,,,,-.0084971,,-.0026913,-.0263239,-.0153471,-.0380428,,-.0233646,,.0214681,,
1998m10,1998,10,1998,,,,,-.0075283,.0211742,,,-.0061187,,,,.0390284,-.0019018,.0529719,-.0939811,.02137,.0316924,,.0080674,,.0144944,,.0400857,.0243999,.0124225,-.0115666,-.0205089,-.0199119,-.026652,-.0197946,.0121262,.0085265,,.0139562,.0065892,,-.0184695,,,,,,.0530667,,-.0048116,-.0969515,-.0048116,-.0248051,,-.0332466,,-.0166376,,,,,,,-.0107232,.0179793,,,-.0093136,,,,.0358335,-.0050967,.049777,-.097176,.0181751,.0284976,,.0048725,,.0112996,,.0368908,.021205,.0092276,-.0147615,-.0237038,-.0231068,-.0298469,-.0229895,.0089313,.0053317,,.0107613,.0033944,,-.0216644,,,,,,.0498718,,-.0080064,-.1001464,-.0080064,-.028,,-.0364415,,-.0198325,,
1998m11,1998,11,1998,,,,,.0168571,.0230327,,,.0084641,,,,.0642885,.101473,.0989399,-.0496105,.0501226,.0445909,,.0425804,,.0892921,,.0250828,.0376811,.0240095,.0163654,.001998,.0090648,.0317525,.0142973,.0364284,.0340806,,.0385089,.0341067,,.0196065,,,,,,.0524976,,.0164637,.0058827,.0327576,.0293646,,.0118298,,-.0012007,,,,,,,.0137619,.0199375,,,.0053689,,,,.0611933,.0983778,.0958447,-.0527057,.0470274,.0414957,,.0394852,,.0861969,,.0219876,.0345859,.0209142,.0132701,-.0010972,.0059696,.0286573,.0112021,.0333332,.0309854,,.0354137,.0310115,,.0165113,,,,,,.0494024,,.0133685,.0027875,.0296624,.0262694,,.0087345,,-.0042959,,
1998m12,1998,12,1998,,,,,.0014989,.0192142,,,.0352706,,,,.0468836,-.0374942,.0889262,-.0563587,-.027988,.0087615,,-.0174514,,-.0762333,,-.0549843,.0524976,.026934,.0002,.0307232,-.005113,.0041912,.0158734,.0275179,.0237956,,.0283882,.0209745,,.0241071,,,,,,.032564,,.0062802,.0174469,.0158734,.0018982,,.010841,,.0090588,,,,,,,-.0022939,.0154214,,,.0314778,,,,.0430908,-.041287,.0851334,-.0601515,-.0317808,.0049687,,-.0212442,,-.0800261,,-.0587771,.0487048,.0231412,-.0035928,.0269304,-.0089058,.0003984,.0120806,.0237251,.0200028,,.0245954,.0171817,,.0203143,,,,,,.0287712,,.0024874,.0136541,.0120806,-.0018946,,.0070482,,.005266,,
1999m1,1999,1,1999,,,,,.0139029,.0070749,,,.0014989,,,,.0358497,-.0199986,.0836056,-.0608121,-.0234734,-.0058169,,-.0043093,,-.0572055,,-.0381173,.0485997,.0163654,.010841,.0160702,.0051597,.0169486,.0140015,.0221528,.0194182,.0214474,.0233034,.0186009,,.0080674,,,,,,.0479327,,.0257652,.0161686,.0208805,.0118298,,.0165621,,-.0094445,,,,,,,.010409,.003581,,,-.001995,,,,.0323558,-.0234925,.0801117,-.064306,-.0269672,-.0093108,,-.0078032,,-.0606994,,-.0416112,.0451058,.0128715,.0073471,.0125763,.0016658,.0134547,.0105076,.0186589,.0159243,.0179535,.0198095,.015107,,.0045735,,,,,,.0444388,,.0222713,.0126747,.0173866,.0083359,,.0130682,,-.0129383,,
1999m2,1999,2,1999,,,,,-.0027037,.0024969,,,-.0133892,,,,-.0391567,-.0374942,-.0442654,.0673782,.0152826,-.0086372,,-.0021022,,.0157749,,.0837895,-.0243952,-.0048116,.0034939,-.0028039,.0036922,-.0112774,-.0022024,-.0132879,-.0164485,-.0149066,-.0128198,-.0177812,,-.0124775,,,,,,-.0303561,,.0010994,.012225,.0024969,.003992,,.0033942,,-.007226,,,,,,,-.0061975,-.000997,,,-.0168831,,,,-.0426506,-.0409881,-.0477593,.0638843,.0117887,-.0121311,,-.0055961,,.012281,,.0802956,-.027889,-.0083054,0,-.0062978,.0001983,-.0147712,-.0056963,-.0167818,-.0199424,-.0184004,-.0163137,-.021275,,-.0159714,,,,,,-.03385,,-.0023945,.0087311,-.000997,.0004981,,-.0000997,,-.0107199,,
1999m3,1999,3,1999,,,,,.0217615,.0104453,,,-.007629,,,,.0282959,.0614713,.1207121,-.0004001,.0848925,.0597772,,.0474559,,.1759681,,.0743651,.0397014,.0203907,.0116321,.0217615,.0054631,.0324062,.0205866,.0309171,.0276706,.0295627,.0314502,.0265114,,.0106432,,,,,,.0419094,,.0056838,.0166604,.0151841,.0104453,,.0116321,,.0028958,,,,,,,.0174707,.0061545,,,-.0119198,,,,.0240051,.0571805,.1164213,-.0046909,.0806017,.0554864,,.0431652,,.1716773,,.0700743,.0354106,.0160999,.0073413,.0174707,.0011723,.0281154,.0162959,.0266263,.0233798,.0252719,.0271594,.0222207,,.0063524,,,,,,.0376186,,.001393,.0123697,.0108934,.0061545,,.0073413,,-.001395,,
1999m4,1999,4,1999,,,,,.0493614,.0130149,,,-.0065212,,,,.0616594,.1414996,.0671913,-.0252152,.0718554,.0973989,,.0657877,,.0801042,,.0465018,.0511683,.0500275,.0169554,.0357532,.0260098,.045565,.0320799,.0440169,.0422555,.0432127,.0442924,.040176,,.0378737,,,,,,.040758,,.0276152,.0184291,.0262524,.0202927,,.0232281,,.0412379,,,,,,,.0456683,.0093218,,,-.0102144,,,,.0579662,.1378064,.0634981,-.0289084,.0681623,.0937057,,.0620946,,.0764111,,.0428087,.0474751,.0463343,.0132623,.03206,.0223166,.0418718,.0283867,.0403237,.0385624,.0395196,.0405993,.0364829,,.0341805,,,,,,.0370648,,.023922,.014736,.0225592,.0165995,,.019535,,.0375447,,
1999m5,1999,5,1999,,,,,.0189199,.0201947,,,.0016986,,,,.0109399,-.034695,-.0073268,-.002002,.004689,.0226417,,-.0098483,,-.0407178,,.0495518,.0121262,.0198026,.0114344,.0093561,.0004729,.0108935,.0083649,.0071742,.0036234,.0051895,.0075832,.0033404,,-.0090407,,,,,,-.0283995,,.0116321,.0021976,.0139029,.0014989,,.0007997,,.0166604,,,,,,,.0155257,.0168005,,,-.0016957,,,,.0075457,-.0380892,-.010721,-.0053962,.0012948,.0192475,,-.0132426,,-.0441121,,.0461575,.0087319,.0164084,.0080401,.0059619,-.0029213,.0074992,.0049707,.00378,.0002292,.0017953,.0041889,-.0000538,,-.012435,,,,,,-.0317937,,.0082379,-.0011966,.0105087,-.0018954,,-.0025946,,.0132662,,
1999m6,1999,6,1999,,,,,.0191161,.0159718,,,.0199987,,,,.0465973,.041046,.0768684,-.0170444,.0892921,.1166268,,.061001,,.0422929,,.1650906,.0372958,.028879,.0143959,.0327576,.0186402,.0405573,.0280042,.0356567,.0326714,.0339182,.0367388,.0314599,,.02137,,,,,,.0421012,,.013607,-.0012007,.010841,.0210763,,.0058827,,-.0016013,,,,,,,.0151241,.0119797,,,.0160067,,,,.0426053,.037054,.0728764,-.0210365,.0853001,.1126348,,.057009,,.0383009,,.1610986,.0333038,.0248869,.0104039,.0287655,.0146482,.0365653,.0240122,.0316647,.0286794,.0299262,.0327468,.0274679,,.017378,,,,,,.0381092,,.009615,-.0051927,.006849,.0170843,,.0018906,,-.0055933,,
1999m7,1999,7,1999,,,,,.006777,.0137056,,,.0189199,,,,.005286,.0412379,-.0065212,-.0016013,-.0099493,.0025966,,-.0045102,,-.0575232,,.0047885,.0060815,.0080674,.0115332,.0042908,.0060447,.010087,.0072735,.0051865,.0020379,.0032856,.0050194,.0006728,,.0045895,,,,,,.0097523,,.0082657,-.0069239,.0104453,.0028958,,-.0019018,,.0007997,,,,,,,.0029842,.0099128,,,.0151271,,,,.0014932,.0374451,-.010314,-.0053941,-.0137421,-.0011962,,-.008303,,-.061316,,.0009957,.0022887,.0042746,.0077404,.000498,.0022519,.0062942,.0034807,.0013937,-.0017549,-.0005072,.0012266,-.00312,,.0007967,,,,,,.0059595,,.0044729,-.0107167,.0066525,-.000897,,-.0056946,,-.0029931,,
1999m8,1999,8,1999,,,,,.0036932,.0051865,,,.0069756,,,,-.0116678,.0377774,.0542041,.0428679,-.0146062,.0068763,,-.0130852,,-.0044097,,-.0713886,.0003999,-.0078306,.0036932,.0020978,-.0054659,-.0011657,.0010994,-.0001,-.0041265,-.0025593,-.000084,-.0047412,,-.0055152,,,,,,.0120274,,.0079682,.004888,.0041912,-.0044097,,-.0025031,,-.0092426,,,,,,,-.0001992,.0012941,,,.0030832,,,,-.0155602,.0338849,.0503116,.0389755,-.0184986,.0029839,,-.0169777,,-.0083021,,-.075281,-.0034925,-.011723,-.0001992,-.0017946,-.0093583,-.0050581,-.002793,-.0039924,-.0080189,-.0064517,-.0039764,-.0086336,,-.0094076,,,,,,.008135,,.0040758,.0009956,.0002988,-.0083021,,-.0063955,,-.013135,,
1999m9,1999,9,1999,,,,,-.0100503,.0124225,,,.0084641,,,,-.0062193,-.0031048,.0308201,.0313049,-.0190809,-.0129839,,-.0145047,,.0333381,,-.1094801,.0034939,.0160702,.0080674,-.0083346,.0035088,.0018782,-.0012007,.0015987,-.0022856,-.0007513,.0011923,-.0029082,,.0107421,,,,,,-.0008003,,.0047885,.0200967,.0065783,-.0106566,,.0042908,,-.0142003,,,,,,,-.0139428,.0085301,,,.0045717,,,,-.0101117,-.0069972,.0269277,.0274124,-.0229733,-.0168763,,-.0183971,,.0294456,,-.1133725,-.0003985,.0121778,.004175,-.0122271,-.0003836,-.0020142,-.0050931,-.0022937,-.006178,-.0046437,-.0027001,-.0068006,,.0068497,,,,,,-.0046927,,.0008961,.0162043,.0026859,-.014549,,.0003984,,-.0180928,,
1999m10,1999,10,1999,,,,,-.0015011,.0068763,,,.0043903,,,,.0262524,-.0169427,.0716693,-.0322133,.0308201,.02137,,.0277124,,.0365248,,.0484091,.0230327,.0041912,.0085632,.0129162,-.0073348,.0225586,.01262,.0158734,.0127405,.013898,.016021,.0111832,,-.0075283,,,,,,.0232281,,.005286,.0128175,.0032946,-.0035061,,.0008996,,-.0147076,,,,,,,-.0053935,.0029839,,,.0004979,,,,.02236,-.0208351,.0677769,-.0361057,.0269277,.0174776,,.02382,,.0326324,,.0445167,.0191403,.0002988,.0046708,.0090238,-.0112272,.0186662,.0087276,.0119809,.0088481,.0100056,.0121286,.0072908,,-.0114207,,,,,,.0193357,,.0013936,.0089251,-.0005978,-.0073986,,-.0029928,,-.0186,,
1999m11,1999,11,1999,,,,,.0113355,.022055,,,.0104453,,,,.0895664,.0115332,.1654297,-.1242036,.0760347,.0651321,,.0744579,,.084525,,.0892921,.0654131,.0332413,.0339182,.052118,.0319734,.0666235,.0479327,.0493614,.047926,.0494347,.0507254,.0441298,,.0375848,,,,,,.0246926,,.0107421,.0114344,.0098513,.0090588,,.0227395,,-.0220411,,,,,,,.007742,.0184615,,,.0068517,,,,.0859729,.0079397,.1618361,-.1277971,.0724412,.0615386,,.0708644,,.0809314,,.0856986,.0618196,.0296478,.0303247,.0485244,.0283798,.06303,.0443391,.0457679,.0443324,.0458412,.0471319,.0405363,,.0339912,,,,,,.0210991,,.0071486,.0078408,.0062578,.0054653,,.019146,,-.0256347,,
1999m12,1999,12,1999,,,,,.0258627,.0045895,,,.0236189,,,,.1020149,.004888,.1952378,-.1578241,.1380213,.1070591,,.1088544,,.1379342,,.2632869,.1032784,.0333381,.038836,.0744579,.0412398,.0905233,.0662558,.073715,.0702348,.0714226,.0723486,.0690119,,.065975,,,,,,.0496469,,.0149871,.0001,.0107421,.0083649,,.0191161,,.043634,,,,,,,.0214723,.0001991,,,.0192285,,,,.0976246,.0004977,.1908474,-.1622144,.133631,.1026687,,.1044641,,.1335438,,.2588966,.098888,.0289477,.0344457,.0700676,.0368495,.0861329,.0618654,.0693247,.0658444,.0670322,.0679582,.0646216,,.0615846,,,,,,.0452566,,.0105968,-.0042904,.0063517,.0039746,,.0147258,,.0392437,,
2000m1,2000,1,2000,,,,,.0069756,.0161686,,,-.0119714,,,,-.015723,.0207825,.0308201,.0465018,.001998,.0045895,,.0040916,,-.0199986,,.018331,.0024969,.0073728,.0148886,.0169554,.0126803,.0105412,.0152826,.0063796,.0015548,.0029825,.0055575,.0006908,,.0113355,,,,,,.0153811,,.0180364,-.0142003,.0189199,.0007997,,.0001,,-.0061187,,,,,,,.002884,.012077,,,-.016063,,,,-.0198146,.0166909,.0267285,.0424102,-.0020936,.0004978,,0,,-.0240903,,.0142393,-.0015947,.0032811,.010797,.0128638,.0085886,.0064496,.011191,.002288,-.0025368,-.0011091,.0014659,-.0034009,,.0072439,,,,,,.0112895,,.0139447,-.018292,.0148283,-.0032919,,-.0039916,,-.0102103,,
2000m2,2000,2,2000,,,,,.0390284,.0186255,,,.0223484,,,,.0899321,.0371031,.1906204,-.2383841,.0468836,.0088606,,.0610951,,.0595888,,.0603422,.0953102,.0369104,.0197046,.0525925,.0408463,.0838493,.0507882,.0597772,.0569133,.0581387,.0611562,.0565259,,.0360426,,,,,,.0578915,,.01262,.0020978,.0218593,.0059821,,.0134097,,-.0121738,,,,,,,.0347376,.0143347,,,.0180576,,,,.0856413,.0328123,.1863296,-.2426749,.0425928,.0045698,,.0568043,,.055298,,.0560514,.0910194,.0326196,.0154138,.0483017,.0365555,.0795585,.0464974,.0554864,.0526225,.0538479,.0568655,.0522351,,.0317518,,,,,,.0536007,,.0083292,-.002193,.0175686,.0016913,,.0091189,,-.0164646,,
2000m3,2000,3,2000,,,,,.0066777,.0081666,,,.0047885,,,,.0233258,.1809039,-.0704225,.0103463,.0332413,-.0022024,,.0257652,,.0347878,,.1339188,.0171521,.0003,.0129162,.0001,-.0042179,-.0068685,.0022974,.009257,.0055844,.0068435,.0091133,.0026854,,-.0229616,,,,,,.0206846,,.0178399,-.034074,.0173486,-.0068232,,-.0066219,,.0176434,,,,,,,.0019887,.0034776,,,.0000995,,,,.0186368,.1762149,-.0751114,.0056573,.0285523,-.0068914,,.0210762,,.0300988,,.1292298,.0124631,-.004389,.0082272,-.004589,-.0089069,-.0115575,-.0023916,.004568,.0008954,.0021545,.0044244,-.0020036,,-.0276506,,,,,,.0159956,,.0131509,-.038763,.0126596,-.0115122,,-.0113109,,.0129544,,
2000m4,2000,4,2000,,,,,-.0144032,.0243999,,,.0260575,,,,-.0873023,-.0059175,-.102919,.2057125,-.0681718,-.0705298,,-.0694573,,-.0858847,,-.0321101,-.0428031,-.0149106,-.0087381,-.0431163,-.0067799,-.0566497,-.0342809,-.028914,-.0331432,-.0324602,-.0299315,-.0356987,,-.0374942,,,,,,-.0270629,,.0140015,-.0108587,.0176434,.0027961,,-.0054146,,.014593,,,,,,,-.0189927,.0198104,,,.0214681,,,,-.0918918,-.0105069,-.1075085,.2011231,-.0727612,-.0751192,,-.0740467,,-.0904742,,-.0366995,-.0473926,-.0195001,-.0133275,-.0477057,-.0113694,-.0612392,-.0388704,-.0335035,-.0377327,-.0370496,-.034521,-.0402881,,-.0420837,,,,,,-.0316524,,.0094121,-.0154482,.013054,-.0017934,,-.0100041,,.0100035,,
2000m5,2000,5,2000,,,,,-.0078306,.0149871,,,.0026964,,,,-.0495054,.0980337,-.0972821,.0923969,-.0518197,-.0605996,,-.0482453,,-.0276796,,-.0778534,-.0247026,-.0077298,-.0098483,-.018164,.0068485,-.0361247,-.0159262,-.0197946,-.0222691,-.0212512,-.0206477,-.0252111,,-.0155198,,,,,,.014593,,.006777,-.0096464,.013311,-.0079314,,-.008133,,-.0047111,,,,,,,-.0128181,.0099996,,,-.0022912,,,,-.054493,.0930462,-.1022697,.0874093,-.0568073,-.0655872,,-.0532329,,-.0326671,,-.082841,-.0296902,-.0127173,-.0148359,-.0231515,.001861,-.0411123,-.0209137,-.0247822,-.0272567,-.0262388,-.0256352,-.0301987,,-.0205074,,,,,,.0096055,,.0017894,-.0146339,.0083235,-.0129189,,-.0131205,,-.0096986,,
